Year,Language,Lang_Enrol,Lang_Enrol_Pct,Pop,Pop_UsPct,Lang_Pop,Lang_Pop_UsPct,Eng_LesVw_Pop,Eng_LesVw_Pop_UsPct,HEdu_Pop,HEdu_UsPct,HEdu_Pct,HEdu_Ratio,Med_Inc,Inc_Ratio,Pvt_Pct,Pvt_Ratio,Intl_Stud,Intl_Stud_Pct,Total_Trade,Trade_Pct,Total_Stud,Presidency,Party_Gov,Lan_UsPct
2005,Filipino,1528,0.001,2273926,0.0077,1479240,0.005,347582,0.0013,772939,0.0147,0.488,1.84,71370,1.5,0.05,0.47,3758,0.007,16145.839411999998,0.0062,17487475,Republican,Unified,9e-5
2006,Filipino,1569,0.001,2351527,0.0079,1522764,0.0051,339143,0.0013,811334,0.0151,0.494,1.83,73320,1.52,0.048,0.45,3730,0.006,17311.274312,0.0059,17754230,Republican,Unified,9e-5
2007,Filipino,1529,0.001,2417969,0.0081,1559548,0.0052,334617,0.0012,842623,0.0153,0.498,1.82,75046,1.53,0.046,0.43,4170,0.007,17120.492268,0.0054,18258138,Republican,Divided,8e-5
2008,Filipino,1444,9e-4,2469486,0.0082,1587771,0.0052,335483,0.0012,864641,0.0154,0.498,1.8,76479,1.55,0.045,0.42,4226,0.006,17008.193941999998,0.0049,19081686,Republican,Divided,8e-5
2009,Filipino,1360,8e-4,2502313,0.0082,1605613,0.0052,343221,0.0012,875220,0.0154,0.494,1.77,77553,1.55,0.044,0.4,3815,0.006,12560.466423999998,0.0047,20313594,Democrat,Unified,7e-5
2010,Filipino,1316,8e-4,2512686,0.0081,1611254,0.0052,359310,0.0012,872192,0.0151,0.485,1.72,78202,1.56,0.044,0.39,3604,0.005,15358.716807,0.0048,21019438,Democrat,Unified,6e-5
2011,Filipino,1305,8e-4,2538325,0.0081,1630949,0.0052,378380,0.0012,874722,0.0149,0.476,1.67,78700,1.56,0.047,0.4,3194,0.004,16872.730249,0.0045,21010590,Democrat,Divided,6e-5
2012,Filipino,1314,8e-4,2658354,0.0085,1703592,0.0054,376494,0.0012,926723,0.0153,0.48,1.65,80172,1.56,0.056,0.47,3215,0.004,17667.812487,0.0046,20644478,Democrat,Divided,6e-5
2013,Filipino,1325,8e-4,2664606,0.0084,1663509,0.0053,365972,0.0012,930751,0.0149,0.478,1.61,81788,1.57,0.055,0.47,3112,0.004,17672.079702000003,0.0045,20376677,Democrat,Divided,7e-5
2014,Filipino,1327,8e-4,2770918,0.0087,1751607,0.0055,383602,0.0012,978769,0.0152,0.477,1.58,82389,1.54,0.051,0.45,3026,0.003,18643.327063,0.0046,20209092,Democrat,Divided,7e-5
2015,Filipino,1320,9e-4,2848148,0.0089,1802776,0.0056,405625,0.0013,1007931,0.0152,0.475,1.55,84546,1.52,0.046,0.43,2886,0.003,18134.693091,0.0048,19988204,Democrat,Divided,7e-5
2016,Filipino,1308,9e-4,2811885,0.0087,1777095,0.0055,390961,0.0012,1036644,0.0152,0.492,1.57,88745,1.54,0.045,0.45,3006,0.003,18236.10071,0.005,19846904,Democrat,Divided,7e-5
2017,Filipino,1294,9e-4,2911668,0.0089,1810289,0.0056,378350,0.0012,1073145,0.0152,0.492,1.54,90815,1.51,0.041,0.43,3225,0.003,20073.337765,0.0051,19778151,Republican,Unified,7e-5
2018,Filipino,1276,0.001,2920160,0.0089,1841642,0.0056,379378,0.0012,1083775,0.0149,0.488,1.5,92328,1.49,0.045,0.48,3320,0.003,21302.823768000002,0.005,19651412,Republican,Unified,6e-5
2019,Filipino,1255,0.001,2983596,0.0091,1841786,0.0056,364674,0.0011,1138698,0.0153,0.498,1.5,100273,1.53,0.041,0.48,3295,0.003,21302.899081,0.0051,19630178,Republican,Divided,6e-5
2020,Filipino,1228,0.001,3029673,0.0092,1817380,0.0056,354012,0.001,1181920,0.0155,0.509,1.5,106361,1.55,0.037,0.46,2907,0.003,18845.372692,0.005,19027410,Republican,Divided,6e-5
2021,Filipino,1195,0.001,2960811,0.0089,1775894,0.0054,371162,0.0011,1146438,0.0144,0.505,1.44,101157,1.45,0.044,0.48,3278,0.003,23274.588677,0.005,18658756,Democrat,Unified,6e-5
1980,Hindi,274,3e-4,387223,0.0017,203563,9e-4,59740,3e-4,123906,0.0058,0.519,3.2,20598,1.24,0.099,0.85,9250,0.03,2787,0.006,12096895,Democrat,Unified,2e-5
1981,Hindi,267,3e-4,402383,0.0018,295386,0.0012,81652,4e-4,126973,0.0058,0.526,3.16,23808,1.29,0.098,0.82,10294,0.035,2950,0.006,12371672,Republican,Divided,2e-5
1982,Hindi,279,3e-4,424256,0.0019,364701,0.0015,98329,4e-4,132628,0.0059,0.533,3.13,26805,1.34,0.097,0.8,11657,0.038,3003,0.0066,12425780,Republican,Divided,2e-5
1983,Hindi,306,3e-4,452629,0.002,413364,0.0016,110215,5e-4,140858,0.006,0.54,3.09,29603,1.38,0.096,0.78,13159,0.04,4019,0.0088,12464661,Republican,Divided,2e-5
1984,Hindi,343,3e-4,487291,0.0021,443228,0.0017,117758,5e-4,151652,0.0062,0.547,3.06,32213,1.41,0.096,0.77,14620,0.043,4122,0.0076,12241940,Republican,Divided,3e-5
1985,Hindi,378,4e-4,528029,0.0023,456147,0.0018,121403,5e-4,164996,0.0064,0.553,3.02,34651,1.44,0.096,0.76,16070,0.047,3936.6,0.0071,12247055,Republican,Divided,3e-5
1986,Hindi,401,4e-4,574632,0.0025,453977,0.0017,121597,5e-4,180880,0.0067,0.559,2.99,36927,1.46,0.096,0.76,18139,0.052,3819.3999999999996,0.0065,12503511,Republican,Divided,3e-5
1987,Hindi,403,4e-4,626887,0.0026,438572,0.0017,118785,5e-4,199289,0.0071,0.565,2.96,39057,1.47,0.096,0.75,20739,0.059,3992,0.006,12766642,Republican,Divided,3e-5
1988,Hindi,398,4e-4,684583,0.0028,411785,0.0016,113414,5e-4,220213,0.0075,0.57,2.92,41053,1.48,0.096,0.75,23546,0.064,5439.6,0.0071,13055337,Republican,Divided,3e-5
1989,Hindi,401,4e-4,747507,0.0031,375471,0.0015,105930,4e-4,243639,0.0079,0.576,2.89,42928,1.49,0.097,0.76,26240,0.068,5771.9,0.0069,13538560,Republican,Divided,3e-5
1990,Hindi,431,4e-4,815447,0.0033,331484,0.0013,96779,4e-4,269554,0.0084,0.581,2.86,44696,1.49,0.097,0.76,28857,0.071,5683,0.0064,13818637,Republican,Divided,3e-5
1991,Hindi,499,4e-4,888146,0.0035,282119,0.0011,86467,4e-4,297952,0.0089,0.586,2.83,46374,1.49,0.097,0.76,32530,0.078,5191.8,0.0057,14358953,Republican,Divided,3e-5
1992,Hindi,597,5e-4,965166,0.0038,231426,9e-4,75741,3e-4,328845,0.0095,0.591,2.8,47996,1.49,0.097,0.77,35950,0.082,5696.8,0.0058,14487359,Republican,Divided,4e-5
1993,Hindi,715,6e-4,1046022,0.0041,183898,8e-4,65409,3e-4,362252,0.0101,0.596,2.77,49602,1.48,0.098,0.78,34796,0.077,7331.5,0.007,14304803,Democrat,Unified,5e-5
1994,Hindi,839,7e-4,1130230,0.0043,144025,6e-4,56276,3e-4,398192,0.0108,0.601,2.74,51231,1.48,0.098,0.78,33537,0.074,7603.4000000000005,0.0065,14278790,Democrat,Unified,6e-5
1995,Hindi,957,8e-4,1217306,0.0046,116298,5e-4,49150,2e-4,436682,0.0114,0.607,2.72,52922,1.48,0.098,0.79,31743,0.07,9022.1,0.0068,14261781,Democrat,Divided,7e-5
1996,Hindi,1062,9e-4,1306766,0.0049,105209,4e-4,44837,2e-4,477741,0.0121,0.612,2.69,54714,1.47,0.098,0.8,30641,0.067,9497.699999999999,0.0067,14367520,Democrat,Divided,7e-5
1997,Hindi,1164,0.001,1398126,0.0052,115249,5e-4,44146,2e-4,521386,0.0128,0.618,2.67,56645,1.48,0.098,0.8,33818,0.07,10930,0.007,14502334,Democrat,Divided,8e-5
1998,Hindi,1279,0.0011,1490902,0.0055,150909,6e-4,47882,2e-4,567638,0.0135,0.625,2.65,58755,1.48,0.098,0.81,37482,0.076,11801.699999999999,0.0074,14506967,Democrat,Divided,9e-5
1999,Hindi,1416,0.0012,1584610,0.0057,216681,8e-4,56853,3e-4,616512,0.0143,0.631,2.63,61084,1.49,0.098,0.82,42337,0.082,12758.600000000002,0.0074,14849691,Democrat,Divided,1e-4
2000,Hindi,1567,0.0012,1678765,0.006,317055,0.0011,71865,3e-4,668029,0.015,0.639,2.62,63669,1.51,0.098,0.83,54664,0.1,14353.9,0.0071,15312289,Democrat,Divided,1e-4
2001,Hindi,1719,0.0013,1773110,0.0063,454325,0.0016,93425,4e-4,722180,0.0157,0.647,2.61,66529,1.53,0.098,0.84,66836,0.115,13494.3,0.0072,15927987,Republican,Divided,1.1e-4
2002,Hindi,1857,0.0013,1868296,0.0065,621996,0.0021,120836,4e-4,778858,0.0165,0.656,2.6,69594,1.56,0.098,0.85,74603,0.127,15919.4,0.0085,16611711,Republican,Divided,1.1e-4
2003,Hindi,1974,0.0013,1965197,0.0068,811375,0.0027,153102,5e-4,837926,0.0173,0.665,2.59,72776,1.6,0.097,0.85,79736,0.139,18034.983753,0.009,16911481,Republican,Unified,1.2e-4
2004,Hindi,2084,0.0014,2064690,0.007,1013767,0.0034,189225,6e-4,899251,0.018,0.673,2.58,75983,1.63,0.095,0.84,80466,0.142,21681.393465,0.0094,17272044,Republican,Unified,1.2e-4
2005,Hindi,2205,0.0014,2167652,0.0073,1220480,0.0041,228207,8e-4,962699,0.0188,0.682,2.58,79125,1.67,0.093,0.82,76503,0.135,26722.772082,0.0102,17487475,Republican,Unified,1.3e-4
2006,Hindi,2355,0.0015,2274959,0.0076,1422822,0.0047,269053,9e-4,1028134,0.0195,0.689,2.57,82112,1.7,0.089,0.8,83833,0.144,31504.392194,0.0108,17754230,Republican,Unified,1.3e-4
2007,Hindi,2540,0.0016,2387486,0.0079,1612097,0.0053,310765,0.001,1095423,0.0203,0.696,2.56,84855,1.74,0.084,0.75,94563,0.152,39042.109818,0.0124,18258138,Republican,Divided,1.4e-4
2008,Hindi,2711,0.0017,2506110,0.0082,1779614,0.0058,352345,0.0011,1164431,0.0211,0.702,2.54,87262,1.77,0.077,0.69,103260,0.154,43386.467314999994,0.0126,19081686,Republican,Divided,1.4e-4
2009,Hindi,2804,0.0017,2631708,0.0085,1916680,0.0062,392797,0.0013,1235023,0.0219,0.706,2.53,89244,1.79,0.068,0.61,104897,0.152,37607.361454,0.0142,20313594,Democrat,Unified,1.4e-4
2010,Hindi,2776,0.0017,2765155,0.0089,2014600,0.0065,431124,0.0014,1307065,0.0227,0.708,2.51,90711,1.81,0.057,0.5,103895,0.144,48781.825973,0.0151,21019438,Democrat,Unified,1.3e-4
2011,Hindi,2657,0.0016,2908204,0.0093,2096624,0.0067,459161,0.0015,1389748,0.0236,0.711,2.49,92418,1.83,0.048,0.41,100270,0.131,57696.68001900001,0.0154,21010590,Democrat,Divided,1.3e-4
2012,Hindi,2497,0.0016,3049201,0.0097,2224367,0.0071,455995,0.0015,1498197,0.0247,0.722,2.48,96782,1.88,0.053,0.45,96754,0.118,62618.381896,0.0162,20644478,Democrat,Divided,1.2e-4
2013,Hindi,2346,0.0015,3189485,0.0101,2278993,0.0072,462636,0.0015,1583717,0.0254,0.729,2.46,100547,1.92,0.053,0.46,102673,0.116,63620.43630300001,0.0164,20376677,Democrat,Divided,1.2e-4
2014,Hindi,2242,0.0015,3491052,0.0109,2488462,0.0078,520089,0.0016,1727654,0.0269,0.725,2.41,101591,1.89,0.047,0.42,132888,0.136,66857.067518,0.0166,20209092,Democrat,Divided,1.1e-4
2015,Hindi,2175,0.0015,3699957,0.0115,2663078,0.0083,545931,0.0017,1866035,0.0282,0.734,2.4,103821,1.86,0.047,0.44,165918,0.159,66235.564858,0.0175,19988204,Democrat,Divided,1.1e-4
2016,Hindi,2124,0.0015,3813407,0.0118,2700859,0.0084,532069,0.0016,1944268,0.0284,0.743,2.37,110026,1.91,0.047,0.47,186267,0.173,67671.42637500001,0.0185,19846904,Democrat,Divided,1.1e-4
2017,Hindi,2069,0.0015,4094539,0.0126,2918328,0.009,545727,0.0017,2105311,0.0297,0.746,2.33,114261,1.89,0.041,0.43,196271,0.179,74197.26029600001,0.019,19778151,Republican,Unified,1e-4
2018,Hindi,2004,0.0015,4161088,0.0127,2949399,0.009,527942,0.0016,2181200,0.03,0.758,2.33,119858,1.94,0.042,0.45,202014,0.184,87426.14249600001,0.0207,19651412,Republican,Unified,1e-4
2019,Hindi,1926,0.0015,4240466,0.0129,3013628,0.0092,533412,0.0016,2238502,0.0301,0.757,2.29,126705,1.93,0.037,0.43,193124,0.18,92101.756489,0.0221,19630178,Republican,Divided,1e-4
2020,Hindi,1831,0.0015,4331584,0.0132,3079941,0.0094,543255,0.0016,2289548,0.0299,0.755,2.23,134219,1.93,0.033,0.41,167582,0.183,78336.24593900001,0.0207,19027410,Republican,Divided,1e-4
2021,Hindi,1716,0.0015,4402223,0.0133,3084577,0.0093,530547,0.0016,2336589,0.0293,0.768,2.19,141906,2.04,0.041,0.45,199182,0.21,113295.862762,0.0245,18658756,Democrat,Unified,9e-5
1958,Japanese,844,0.0019,273068,0.0016,NA,NA,NA,NA,15286,0.0022,0.088,1.25,3543,1.05,0.22,0.85,2014,0.047,1511,0.0492,3242000,Republican,Divided,2.6e-4
1959,Japanese,1271,0.0024,380089,0.0022,NA,NA,NA,NA,22941,0.0031,0.1,1.31,5013,1.09,0.169,0.82,2248,0.046,1996,0.0608,3639847,Republican,Divided,3.5e-4
1960,Japanese,1754,0.0029,464332,0.0026,NA,NA,NA,NA,29164,0.0038,0.11,1.36,6271,1.12,0.128,0.79,2434,0.046,2490,0.0707,3570000,Republican,Divided,4.9e-4
1961,Japanese,1976,0.003,527817,0.0029,NA,NA,NA,NA,34118,0.0043,0.118,1.39,7339,1.15,0.097,0.76,2668,0.046,2794,0.0791,4145065,Democrat,Unified,4.8e-4
1962,Japanese,2285,0.0031,573042,0.0031,NA,NA,NA,NA,38007,0.0047,0.124,1.42,8241,1.18,0.075,0.74,2949,0.045,2773,0.0729,4208000,Democrat,Unified,5.4e-4
1963,Japanese,2718,0.0033,602622,0.0033,NA,NA,NA,NA,41044,0.0049,0.13,1.43,9003,1.21,0.061,0.71,3247,0.044,3212,0.0793,4779609,Democrat,Unified,5.7e-4
1964,Japanese,3173,0.0034,619172,0.0033,NA,NA,NA,NA,43441,0.005,0.134,1.44,9650,1.23,0.053,0.69,3534,0.043,3677,0.0815,5280020,Democrat,Unified,6e-4
1965,Japanese,3505,0.0034,625306,0.0033,NA,NA,NA,NA,45412,0.0051,0.137,1.45,10207,1.26,0.051,0.67,3784,0.041,4472,0.0916,5920864,Democrat,Unified,5.9e-4
1966,Japanese,3636,0.0034,623641,0.0032,NA,NA,NA,NA,47169,0.005,0.141,1.45,10699,1.28,0.053,0.66,3989,0.039,5294,0.0948,6389872,Democrat,Unified,5.7e-4
1967,Japanese,3803,0.0034,616792,0.0032,NA,NA,NA,NA,48926,0.0049,0.144,1.45,11150,1.29,0.057,0.64,4147,0.036,5665,0.0971,6911748,Democrat,Unified,5.5e-4
1968,Japanese,4324,0.0038,607374,0.0031,NA,NA,NA,NA,50895,0.0049,0.148,1.45,11587,1.31,0.063,0.63,4256,0.034,7008,0.1033,7513091,Democrat,Unified,5.8e-4
1969,Japanese,5381,0.0046,598001,0.003,NA,NA,NA,NA,53290,0.0048,0.153,1.45,12033,1.32,0.069,0.62,4311,0.032,8378,0.1131,8004660,Republican,Divided,6.7e-4
1970,Japanese,6620,0.0057,591290,0.0029,408504,0.002,NA,NA,56323,0.0047,0.159,1.45,12515,1.33,0.075,0.61,4330,0.031,10527,0.1266,8580887,Republican,Divided,7.7e-4
1971,Japanese,7647,0.0069,589326,0.0029,368046,0.0018,NA,NA,60164,0.0047,0.166,1.46,13055,1.34,0.079,0.6,4406,0.031,11316,0.1261,8948644,Republican,Divided,8.5e-4
1972,Japanese,8439,0.0081,592076,0.0028,334505,0.0016,NA,NA,64806,0.0047,0.175,1.47,13666,1.34,0.081,0.6,4653,0.032,14027,0.1332,9214860,Republican,Divided,9.2e-4
1973,Japanese,9068,0.0092,598978,0.0028,307464,0.0015,NA,NA,70198,0.0048,0.185,1.49,14360,1.35,0.082,0.6,5160,0.035,17957,0.1279,9602123,Republican,Divided,9.4e-4
1974,Japanese,9604,0.0101,609470,0.0029,286503,0.0014,NA,NA,76290,0.0049,0.196,1.51,15149,1.35,0.081,0.59,5930,0.038,23135,0.116,10223729,Republican,Divided,9.4e-4
1975,Japanese,10095,0.0108,622990,0.0029,271205,0.0013,NA,NA,83032,0.005,0.207,1.53,16045,1.35,0.08,0.59,6935,0.04,20988,0.1026,11184859,Republican,Divided,9e-4
1976,Japanese,10491,0.0112,638976,0.0029,261150,0.0013,NA,NA,90373,0.0051,0.219,1.55,17058,1.35,0.077,0.59,8126,0.042,25649,0.1088,11012137,Republican,Divided,9.5e-4
1977,Japanese,10721,0.0115,656865,0.003,255921,0.0012,NA,NA,98262,0.0053,0.23,1.57,18200,1.35,0.074,0.58,9447,0.042,29145,0.1092,11285787,Democrat,Unified,9.5e-4
1978,Japanese,10779,0.0117,676095,0.0031,255098,0.0012,NA,NA,106650,0.0055,0.242,1.59,19483,1.35,0.071,0.58,10844,0.043,37343,0.1183,11260092,Democrat,Unified,9.6e-4
1979,Japanese,10933,0.0119,696105,0.0031,258264,0.0012,NA,NA,115485,0.0056,0.253,1.61,20918,1.36,0.068,0.57,12260,0.043,43829,0.1129,11569899,Democrat,Unified,9.4e-4
1980,Japanese,11516,0.0125,716331,0.0032,265000,0.0012,126000,6e-4,124717,0.0058,0.264,1.63,22517,1.36,0.065,0.56,13500,0.043,51504,0.1106,12096895,Democrat,Unified,9.5e-4
1981,Japanese,12749,0.0136,736253,0.0033,274878,0.0012,135170,6e-4,134284,0.006,0.274,1.64,24283,1.36,0.062,0.55,14007,0.042,59435,0.1201,12371672,Republican,Divided,0.00103
1982,Japanese,14401,0.015,755512,0.0033,287436,0.0013,144726,7e-4,144080,0.0061,0.283,1.66,26185,1.37,0.06,0.53,13902,0.04,58710,0.1287,12425780,Republican,Divided,0.00116
1983,Japanese,16126,0.0167,773790,0.0034,302199,0.0013,154579,7e-4,153984,0.0062,0.292,1.67,28184,1.38,0.059,0.52,13512,0.039,63077,0.1375,12464661,Republican,Divided,0.00129
1984,Japanese,17770,0.0184,790769,0.0034,318698,0.0014,164641,7e-4,163878,0.0063,0.3,1.67,30242,1.38,0.058,0.51,13160,0.038,80710,0.1485,12241940,Republican,Divided,0.00145
1985,Japanese,19946,0.0206,806131,0.0034,336458,0.0014,174824,8e-4,173643,0.0064,0.308,1.68,32319,1.39,0.058,0.5,13360,0.039,91413.8,0.165,12247055,Republican,Divided,0.00163
1986,Japanese,23454,0.0234,819558,0.0034,355008,0.0015,185039,8e-4,183160,0.0065,0.315,1.69,34376,1.39,0.059,0.49,15106,0.044,108792.60000000002,0.1838,12503511,Republican,Divided,0.00188
1987,Japanese,28770,0.0272,830733,0.0035,373875,0.0015,195199,8e-4,192311,0.0066,0.323,1.69,36374,1.39,0.06,0.5,18526,0.052,112823.50000000001,0.171,12766642,Republican,Divided,0.00225
1988,Japanese,35051,0.0314,839337,0.0035,392587,0.0016,205214,9e-4,200977,0.0067,0.33,1.69,38274,1.39,0.063,0.5,23482,0.064,127244.19999999998,0.1658,13055337,Republican,Divided,0.00268
1989,Japanese,41128,0.0355,845053,0.0034,410672,0.0017,214997,9e-4,209038,0.0067,0.338,1.7,40038,1.39,0.066,0.52,29840,0.077,138046.2,0.1648,13538560,Republican,Divided,0.00304
1990,Japanese,45830,0.0387,847562,0.0034,427657,0.0017,224460,9e-4,216376,0.0067,0.345,1.7,41626,1.38,0.07,0.55,36611,0.09,138263.50000000003,0.1561,13818637,Republican,Divided,0.00332
1991,Japanese,48283,0.0406,846717,0.0034,443115,0.0017,233468,9e-4,222913,0.0067,0.353,1.7,43012,1.37,0.075,0.59,40700,0.097,139635.90000000002,0.1543,14358953,Republican,Divided,0.00336
1992,Japanese,48796,0.0413,843052,0.0033,456797,0.0018,241704,9e-4,228738,0.0067,0.361,1.71,44221,1.36,0.081,0.64,42840,0.098,145226.40000000002,0.1488,14487359,Republican,Divided,0.00337
1993,Japanese,47973,0.0412,837271,0.0032,468502,0.0018,248806,9e-4,233981,0.0066,0.369,1.71,45290,1.34,0.087,0.69,43770,0.097,155137.90000000002,0.1483,14304803,Democrat,Unified,0.00335
1994,Japanese,46418,0.0404,830078,0.0032,478025,0.0018,254411,9e-4,238770,0.0066,0.377,1.72,46259,1.32,0.093,0.74,45276,0.1,172643.4,0.1474,14278790,Democrat,Unified,0.00325
1995,Japanese,44737,0.0393,822178,0.0031,485164,0.0018,258156,9e-4,243235,0.0065,0.384,1.72,47164,1.31,0.098,0.78,45531,0.1,187821.99999999997,0.1418,14261781,Democrat,Divided,0.00314
1996,Japanese,43465,0.0381,814273,0.003,489717,0.0018,259679,9e-4,247507,0.0064,0.392,1.72,48043,1.29,0.101,0.82,46292,0.101,182793.7,0.1292,14367520,Democrat,Divided,0.00303
1997,Japanese,42868,0.0371,807069,0.0029,491479,0.0018,258616,9e-4,251714,0.0063,0.399,1.73,48934,1.27,0.104,0.85,47073,0.098,187211.9,0.1204,14502334,Democrat,Divided,0.00296
1998,Japanese,43141,0.0364,801269,0.0029,490248,0.0017,254606,9e-4,255987,0.0062,0.406,1.73,49876,1.26,0.104,0.86,46406,0.095,179676.09999999998,0.1131,14506967,Democrat,Divided,0.00297
1999,Japanese,44410,0.0361,797578,0.0028,485821,0.0017,247285,8e-4,260455,0.0061,0.413,1.72,50905,1.25,0.102,0.85,46872,0.091,188329.80000000002,0.1086,14849691,Democrat,Divided,0.00299
2000,Japanese,46510,0.0362,796700,0.0028,477995,0.0017,236290,8e-4,265248,0.006,0.419,1.72,52060,1.24,0.097,0.82,46497,0.085,211403.8,0.1048,15312289,Democrat,Divided,0.00304
2001,Japanese,49205,0.0367,799016,0.0028,466724,0.0017,221488,7e-4,270437,0.0059,0.424,1.71,53364,1.24,0.089,0.76,46810,0.08,183924.6,0.0976,15927987,Republican,Divided,0.00309
2002,Japanese,52257,0.0374,803615,0.0028,452592,0.0016,203659,7e-4,275866,0.0058,0.429,1.71,54784,1.24,0.079,0.69,45960,0.078,172877.8,0.0924,16611711,Republican,Divided,0.00315
2003,Japanese,55464,0.0383,809264,0.0028,436340,0.0016,183814,6e-4,281317,0.0057,0.434,1.7,56272,1.24,0.067,0.6,40835,0.071,170040.922753,0.0849,16911481,Republican,Unified,0.00328
2004,Japanese,58754,0.0394,814729,0.0028,418707,0.0016,162960,5e-4,286576,0.0056,0.439,1.69,57779,1.25,0.055,0.5,42215,0.075,183373.892324,0.0793,17272044,Republican,Unified,0.0034
2005,Japanese,62092,0.0405,818778,0.0028,400435,0.0015,142109,4e-4,291427,0.0055,0.443,1.68,59258,1.26,0.044,0.41,38712,0.069,192684.27600199997,0.0739,17487475,Republican,Unified,0.00355
2006,Japanese,65440,0.0415,820177,0.0028,382265,0.0014,122269,4e-4,295654,0.0054,0.448,1.67,60661,1.27,0.035,0.34,35282,0.061,206639.75364999997,0.0708,17754230,Republican,Unified,0.00369
