Year,Language,Lan_UsPct,Lan_UsPct_avg3,Lan_UsPct_avg4,Lan_UsPct_avg5,Lang_Enrol_Pct_avg3,Lang_Enrol_Pct_avg4,Lang_Enrol_Pct_avg5,Eng_LesVw_Pop_UsPct_avg3,Eng_LesVw_Pop_UsPct_avg4,Eng_LesVw_Pop_UsPct_avg5,HEdu_Pct_avg3,HEdu_Pct_avg4,HEdu_Pct_avg5,Inc_Ratio_avg3,Inc_Ratio_avg4,Inc_Ratio_avg5,Pvt_Ratio_avg3,Pvt_Ratio_avg4,Pvt_Ratio_avg5,Intl_Stud_Pct_avg3,Intl_Stud_Pct_avg4,Intl_Stud_Pct_avg5,Trade_Pct_avg3,Trade_Pct_avg4,Trade_Pct_avg5
1958,Chinese,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,Chinese,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Chinese,0.051000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,Chinese,0.053,0.032,NA,NA,0.207,NA,NA,NA,NA,NA,15.6,NA,NA,-0.01,NA,NA,-0.147,NA,NA,0,NA,NA,0,NA,NA
1962,Chinese,0.055,0.043,0.037,NA,0.273,0.24,NA,NA,NA,NA,18.1,16.75,NA,-0.007,-0.008,NA,-0.13,-0.138,NA,0,0,NA,0,0,NA
1963,Chinese,0.051000000000000004,0.053,0.046,0.041,0.32,0.285,0.256,NA,NA,NA,20.067,19,17.74,0,-0.003,-0.004,-0.11,-0.12,-0.128,0,0,0,0,0,0
1964,Chinese,0.053,0.053,0.053,0.047,0.32,0.315,0.288,NA,NA,NA,21.533,20.725,19.74,0.01,0.005,0.002,-0.09,-0.1,-0.11,0,0,0,0,0,0
1965,Chinese,0.056999999999999995,0.053,0.053,0.053,0.307,0.315,0.312,NA,NA,NA,22.6,22,21.26,0.02,0.015,0.01,-0.07,-0.08,-0.09,0,0,0,0,0,0
1966,Chinese,0.062,0.054,0.054,0.054,0.307,0.31,0.316,NA,NA,NA,23.333,22.925,22.38,0.033,0.028,0.022,-0.047,-0.057,-0.068,0,0,0,0,0,0
1967,Chinese,0.066,0.057,0.056,0.056,0.327,0.32,0.32,NA,NA,NA,23.833,23.55,23.18,0.047,0.04,0.034,-0.023,-0.035,-0.046,0,0,0,0,0,0
1968,Chinese,0.067,0.062,0.06,0.058,0.363,0.348,0.338,NA,NA,NA,24.2,24,23.74,0.063,0.055,0.048,0,-0.013,-0.024,0,0,0,0,0,0
1969,Chinese,0.06899999999999999,0.065,0.063,0.061,0.407,0.385,0.368,NA,NA,NA,24.5,24.35,24.16,0.077,0.07,0.062,0.023,0.013,0,0,0,0,0,0,0
1970,Chinese,0.073,0.067,0.066,0.064,0.447,0.425,0.404,NA,NA,NA,24.8,24.65,24.5,0.093,0.085,0.078,0.047,0.035,0.024,0,0,0,0,0,0
1971,Chinese,0.083,0.07,0.069,0.067,0.49,0.47,0.448,NA,NA,NA,25.167,25,24.84,0.107,0.1,0.092,0.07,0.058,0.046,0,0,0,0,0,0
1972,Chinese,0.095,0.075,0.073,0.072,0.567,0.537,0.512,NA,NA,NA,25.667,25.45,25.26,0.12,0.113,0.106,0.09,0.08,0.068,0,0,0,0.003,0.002,0.002
1973,Chinese,0.104,0.084,0.08,0.077,0.69,0.637,0.6,NA,NA,NA,26.4,26.075,25.82,0.13,0.125,0.118,0.11,0.1,0.09,0,0,0,0.033,0.025,0.02
1974,Chinese,0.104,0.094,0.089,0.085,0.85,0.772,0.714,NA,NA,NA,27.3,26.875,26.52,0.14,0.135,0.13,0.127,0.117,0.108,0,0,0,0.213,0.16,0.128
1975,Chinese,0.094,0.101,0.096,0.092,0.997,0.917,0.842,NA,NA,NA,28.367,27.85,27.4,0.147,0.142,0.138,0.14,0.132,0.124,0,0,0,0.363,0.275,0.22
1976,Chinese,0.092,0.101,0.099,0.096,1.09,1.03,0.96,NA,NA,NA,29.533,28.975,28.44,0.153,0.15,0.146,0.15,0.145,0.138,0.033,0.025,0.02,0.41,0.33,0.266
1977,Chinese,0.087,0.097,0.098,0.098,1.11,1.087,1.04,NA,NA,NA,30.8,30.175,29.6,0.157,0.155,0.152,0.16,0.155,0.15,0.067,0.05,0.04,0.277,0.342,0.292
1978,Chinese,0.089,0.091,0.094,0.096,1.087,1.095,1.08,NA,NA,NA,32.1,31.45,30.82,0.163,0.16,0.158,0.167,0.162,0.158,0.133,0.1,0.08,0.17,0.242,0.302
1979,Chinese,0.092,0.089,0.09,0.093,1.07,1.085,1.092,NA,NA,NA,33.367,32.725,32.08,0.167,0.165,0.162,0.17,0.167,0.164,0.167,0.15,0.12,0.213,0.217,0.266
1980,Chinese,0.094,0.089,0.09,0.091,1.097,1.092,1.1,NA,NA,NA,34.567,33.95,33.32,0.173,0.17,0.168,0.17,0.17,0.168,0.233,0.2,0.18,0.367,0.31,0.294
1981,Chinese,0.096,0.092,0.09,0.091,1.157,1.13,1.12,NA,NA,NA,35.633,35.075,34.48,0.177,0.175,0.172,0.167,0.167,0.168,0.467,0.4,0.34,0.663,0.532,0.454
1982,Chinese,0.1,0.094,0.093,0.092,1.22,1.185,1.158,NA,NA,NA,36.567,36.075,35.54,0.18,0.177,0.176,0.16,0.162,0.164,0.867,0.7,0.6,0.91,0.772,0.646
1983,Chinese,0.106,0.097,0.096,0.094,1.27,1.242,1.21,0.13,NA,NA,37.333,36.925,36.46,0.183,0.182,0.18,0.147,0.152,0.156,1.367,1.1,0.92,1.09,0.968,0.846
1984,Chinese,0.117,0.101,0.099,0.098,1.317,1.295,1.268,0.15,0.14,NA,37.933,37.6,37.22,0.19,0.187,0.186,0.133,0.14,0.146,1.833,1.6,1.34,1.067,1.058,0.966
1985,Chinese,0.128,0.108,0.105,0.103,1.387,1.357,1.332,0.17,0.16,0.15,38.4,38.15,37.84,0.197,0.192,0.19,0.117,0.125,0.132,2.367,2.125,1.88,1.073,1.08,1.07
1986,Chinese,0.135,0.117,0.113,0.109,1.483,1.44,1.406,0.19,0.18,0.17,38.767,38.575,38.34,0.203,0.2,0.196,0.103,0.11,0.118,3.133,2.8,2.52,1.157,1.152,1.142
1987,Chinese,0.13799999999999998,0.127,0.122,0.117,1.587,1.532,1.488,0.21,0.2,0.19,39.067,38.9,38.72,0.207,0.205,0.202,0.09,0.098,0.104,4.1,3.65,3.28,1.28,1.2,1.188
1988,Chinese,0.13899999999999998,0.134,0.13,0.125,1.657,1.612,1.564,0.23,0.22,0.21,39.333,39.2,39.04,0.21,0.207,0.206,0.08,0.085,0.092,5.2,4.65,4.18,1.4,1.33,1.256
1989,Chinese,0.13799999999999998,0.137,0.135,0.131,1.677,1.658,1.622,0.247,0.238,0.228,39.6,39.475,39.34,0.21,0.21,0.208,0.073,0.078,0.082,6.3,5.75,5.2,1.523,1.49,1.416
1990,Chinese,0.14100000000000001,0.138,0.137,0.136,1.66,1.665,1.652,0.263,0.255,0.246,39.9,39.75,39.62,0.21,0.21,0.21,0.073,0.075,0.078,7.433,6.875,6.32,1.787,1.672,1.616
1991,Chinese,0.14300000000000002,0.139,0.139,0.138,1.643,1.655,1.66,0.28,0.272,0.264,40.267,40.1,39.94,0.21,0.21,0.21,0.08,0.078,0.078,8.567,8,7.44,2.047,1.905,1.79
1992,Chinese,0.152,0.141,0.14,0.14,1.663,1.663,1.668,0.3,0.29,0.282,40.733,40.525,40.34,0.21,0.21,0.21,0.093,0.088,0.084,9.5,8.975,8.44,2.39,2.232,2.082
1993,Chinese,0.166,0.145,0.144,0.143,1.743,1.715,1.704,0.317,0.308,0.298,41.3,41.025,40.8,0.207,0.207,0.208,0.113,0.105,0.098,10.067,9.7,9.24,2.817,2.643,2.466
1994,Chinese,0.17600000000000002,0.154,0.151,0.148,1.873,1.815,1.778,0.333,0.325,0.316,41.967,41.65,41.36,0.2,0.202,0.204,0.14,0.128,0.118,10.133,10.025,9.74,3.347,3.075,2.884
1995,Chinese,0.186,0.165,0.159,0.156,2.03,1.952,1.89,0.347,0.34,0.332,42.7,42.35,42.02,0.193,0.197,0.2,0.17,0.155,0.142,9.633,9.775,9.76,3.783,3.535,3.28
1996,Chinese,0.19,0.176,0.17,0.165,2.18,2.102,2.026,0.36,0.353,0.346,43.5,43.1,42.74,0.187,0.19,0.194,0.197,0.182,0.168,9.1,9.4,9.56,4.093,3.92,3.694
1997,Chinese,0.193,0.184,0.18,0.174,2.3,2.232,2.16,0.373,0.368,0.36,44.333,43.925,43.52,0.183,0.185,0.188,0.22,0.207,0.194,8.9,9.15,9.38,4.307,4.192,4.034
1998,Chinese,0.196,0.19,0.186,0.182,2.373,2.328,2.268,0.387,0.38,0.374,45.167,44.75,44.34,0.18,0.182,0.184,0.233,0.225,0.214,9.267,9.125,9.28,4.557,4.443,4.324
1999,Chinese,0.196,0.193,0.191,0.188,2.4,2.38,2.342,0.397,0.39,0.384,46,45.575,45.16,0.183,0.182,0.184,0.237,0.232,0.226,9.833,9.55,9.38,4.903,4.76,4.628
2000,Chinese,0.197,0.195,0.194,0.192,2.393,2.393,2.378,0.403,0.4,0.394,46.767,46.375,45.96,0.19,0.187,0.186,0.223,0.227,0.226,10.267,10.025,9.76,5.23,5.045,4.902
2001,Chinese,0.199,0.196,0.196,0.194,2.373,2.383,2.384,0.407,0.405,0.402,47.467,47.1,46.72,0.203,0.197,0.194,0.19,0.202,0.21,10.633,10.425,10.2,5.533,5.362,5.188
2002,Chinese,0.20600000000000002,0.197,0.197,0.196,2.363,2.372,2.38,0.41,0.408,0.406,48.067,47.75,47.4,0.22,0.212,0.206,0.133,0.157,0.174,10.767,10.675,10.5,5.89,5.76,5.578
2003,Chinese,0.22399999999999998,0.201,0.2,0.199,2.39,2.385,2.388,0.41,0.41,0.408,48.567,48.3,48,0.243,0.232,0.224,0.053,0.09,0.118,10.9,10.825,10.74,6.69,6.385,6.182
2004,Chinese,0.244,0.21,0.207,0.204,2.477,2.445,2.43,0.407,0.408,0.408,49,48.775,48.52,0.27,0.258,0.246,-0.04,0.005,0.044,10.867,10.875,10.82,7.78,7.275,6.914
2005,Chinese,0.268,0.225,0.218,0.214,2.627,2.562,2.52,0.403,0.405,0.406,49.367,49.175,48.96,0.3,0.285,0.272,-0.14,-0.09,-0.044,10.967,10.925,10.92,8.967,8.335,7.82
2006,Chinese,0.29,0.245,0.236,0.228,2.83,2.735,2.662,0.4,0.402,0.404,49.667,49.5,49.32,0.327,0.313,0.298,-0.237,-0.188,-0.138,11,11,10.96,9.98,9.453,8.85
2007,Chinese,0.305,0.267,0.256,0.246,3.05,2.94,2.842,0.397,0.398,0.4,49.933,49.8,49.64,0.35,0.338,0.324,-0.32,-0.275,-0.228,11.267,11.15,11.12,10.87,10.41,9.902
2008,Chinese,0.31,0.288,0.277,0.266,3.257,3.148,3.04,0.393,0.395,0.396,50.2,50.075,49.94,0.367,0.358,0.346,-0.377,-0.342,-0.302,11.9,11.7,11.52,11.603,11.203,10.768
2009,Chinese,0.304,0.302,0.293,0.283,3.43,3.337,3.234,0.39,0.392,0.394,50.533,50.375,50.24,0.373,0.368,0.36,-0.397,-0.38,-0.352,13.067,12.575,12.28,11.903,11.655,11.324
2010,Chinese,0.302,0.306,0.302,0.295,3.57,3.495,3.408,0.39,0.39,0.392,50.9,50.725,50.56,0.363,0.365,0.362,-0.37,-0.375,-0.366,15.367,14.425,13.76,12.603,12.378,12.084
2011,Chinese,0.304,0.305,0.305,0.302,3.69,3.628,3.556,0.393,0.392,0.392,51.333,51.125,50.94,0.337,0.348,0.352,-0.29,-0.32,-0.334,18.3,16.975,15.9,13.253,12.99,12.732
2012,Chinese,0.308,0.303,0.305,0.305,3.793,3.74,3.68,0.4,0.397,0.396,51.8,51.575,51.36,0.3,0.318,0.33,-0.17,-0.225,-0.262,21.9,20.075,18.66,13.807,13.307,13.086
2013,Chinese,0.305,0.305,0.304,0.306,3.88,3.832,3.782,0.41,0.405,0.402,52.233,52,51.78,0.283,0.298,0.312,-0.1,-0.153,-0.2,25.3,23.6,21.8,13.83,13.822,13.42
2014,Chinese,0.297,0.306,0.305,0.305,3.94,3.905,3.862,0.417,0.412,0.408,52.767,52.525,52.28,0.283,0.288,0.298,-0.073,-0.098,-0.14,28.367,26.725,25.08,13.933,13.987,13.95
2015,Chinese,0.28700000000000003,0.303,0.304,0.303,3.963,3.945,3.916,0.423,0.42,0.416,53.133,52.925,52.7,0.297,0.288,0.29,-0.083,-0.07,-0.09,30.3,29.075,27.62,14.353,14.133,14.136
2016,Chinese,0.27499999999999997,0.296,0.299,0.3,3.95,3.95,3.938,0.437,0.432,0.428,53.8,53.5,53.26,0.293,0.293,0.286,-0.06,-0.07,-0.062,31.233,30.6,29.56,15.007,14.722,14.472
2017,Chinese,0.262,0.286,0.291,0.294,3.907,3.925,3.93,0.45,0.442,0.438,54.4,54.15,53.84,0.287,0.29,0.29,-0.017,-0.035,-0.048,31.733,31.55,30.98,15.443,15.198,14.932
2018,Chinese,0.251,0.275,0.28,0.285,3.853,3.88,3.9,0.46,0.452,0.446,55.033,54.625,54.38,0.28,0.285,0.288,0.017,-0.003,-0.02,32.4,32.1,31.88,15.943,15.64,15.404
2019,Chinese,0.242,0.263,0.269,0.274,3.807,3.832,3.858,0.45,0.452,0.448,55.9,55.575,55.14,0.293,0.29,0.292,0.02,0.008,-0.006,33.133,32.725,32.42,15.853,15.848,15.624
2020,Chinese,0.245,0.252,0.258,0.263,3.783,3.8,3.822,0.44,0.445,0.448,56.733,56.35,56,0.303,0.298,0.294,-0.013,0,-0.006,33.833,33.5,33.1,15.04,15.222,15.344
2021,Chinese,0.25,0.246,0.25,0.255,3.793,3.795,3.806,0.43,0.438,0.442,57.533,56.975,56.62,0.307,0.3,0.296,-0.04,-0.02,-0.008,34.333,34.05,33.74,14.543,14.965,15.126
1958,Filipino,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,Filipino,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Filipino,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,Filipino,-0,0,NA,NA,0,NA,NA,NA,NA,NA,7.267,NA,NA,-0.157,NA,NA,-0.173,NA,NA,3.6,NA,NA,1.783,NA,NA
1962,Filipino,0,0,0,NA,0,0,NA,NA,NA,NA,8.967,8.1,NA,-0.187,-0.17,NA,-0.177,-0.173,NA,3.333,3.475,NA,1.783,1.797,NA
1963,Filipino,0,0,0,0,0,0,0,NA,NA,NA,10.533,9.725,8.88,-0.203,-0.192,-0.178,-0.163,-0.168,-0.166,3.167,3.275,3.4,1.703,1.725,1.748
1964,Filipino,0,0,0,0,0,0,0,NA,NA,NA,12,11.25,10.46,-0.21,-0.205,-0.196,-0.137,-0.148,-0.154,3.1,3.15,3.24,1.69,1.698,1.716
1965,Filipino,0,0,0,0,0,0,0,NA,NA,NA,13.367,12.675,11.94,-0.203,-0.205,-0.202,-0.1,-0.118,-0.13,3.067,3.075,3.12,1.63,1.682,1.69
1966,Filipino,0,0,0,0,0,0,0,NA,NA,NA,14.667,14,13.32,-0.19,-0.195,-0.198,-0.057,-0.078,-0.096,3,3.025,3.04,1.593,1.582,1.634
1967,Filipino,0,0,0,0,0,0,0,NA,NA,NA,15.933,15.3,14.64,-0.17,-0.18,-0.186,-0.013,-0.035,-0.056,2.867,2.925,2.96,1.473,1.525,1.53
1968,Filipino,0,0,0,0,0,0,0,NA,NA,NA,17.167,16.55,15.92,-0.147,-0.158,-0.168,0.03,0.008,-0.014,2.7,2.775,2.84,1.38,1.45,1.496
1969,Filipino,0,0,0,0,0,0,0,NA,NA,NA,18.433,17.8,17.18,-0.117,-0.13,-0.142,0.067,0.048,0.026,2.5,2.6,2.68,1.327,1.355,1.416
1970,Filipino,0,0,0,0,0,0,0,NA,NA,NA,19.733,19.1,18.46,-0.083,-0.1,-0.114,0.097,0.08,0.062,2.3,2.4,2.5,1.247,1.265,1.3
1971,Filipino,0.001,0,0,0,0,0,0,NA,NA,NA,21.1,20.425,19.78,-0.047,-0.065,-0.082,0.113,0.103,0.088,2.133,2.225,2.32,1.127,1.19,1.216
1972,Filipino,0.002,0,0,0,0.003,0.002,0.002,NA,NA,NA,22.533,21.825,21.14,-0.01,-0.027,-0.046,0.117,0.113,0.104,2,2.075,2.16,1.01,1.078,1.138
1973,Filipino,0.003,0.001,0.001,0.001,0.007,0.005,0.004,NA,NA,NA,24.033,23.3,22.58,0.027,0.008,-0.01,0.1,0.105,0.104,1.9,1.95,2.02,0.92,0.96,1.024
1974,Filipino,0.003,0.002,0.002,0.001,0.013,0.01,0.008,NA,NA,NA,25.6,24.825,24.08,0.063,0.045,0.026,0.07,0.083,0.09,1.767,1.825,1.88,0.857,0.897,0.934
1975,Filipino,0.003,0.003,0.002,0.002,0.02,0.018,0.014,NA,NA,NA,27.233,26.425,25.64,0.097,0.08,0.062,0.027,0.048,0.062,1.6,1.675,1.74,0.853,0.872,0.902
1976,Filipino,0.003,0.003,0.003,0.002,0.027,0.022,0.02,NA,NA,NA,28.867,28.05,27.24,0.133,0.115,0.098,-0.023,0,0.022,1.4,1.5,1.58,0.843,0.835,0.854
1977,Filipino,0.002,0.003,0.003,0.003,0.03,0.028,0.024,NA,NA,NA,30.467,29.65,28.84,0.167,0.15,0.132,-0.083,-0.055,-0.03,1.233,1.325,1.42,0.807,0.812,0.812
1978,Filipino,0.002,0.003,0.003,0.003,0.03,0.03,0.028,NA,NA,NA,32,31.225,30.42,0.2,0.182,0.166,-0.147,-0.115,-0.086,1.1,1.175,1.26,0.747,0.79,0.798
1979,Filipino,0.002,0.002,0.002,0.003,0.03,0.03,0.03,NA,NA,NA,33.433,32.7,31.94,0.23,0.215,0.198,-0.213,-0.18,-0.148,1.033,1.075,1.14,0.723,0.738,0.774
1980,Filipino,0.002,0.002,0.002,0.002,0.03,0.03,0.03,NA,NA,NA,34.767,34.075,33.36,0.26,0.245,0.23,-0.277,-0.245,-0.212,1,1.025,1.06,0.747,0.74,0.748
1981,Filipino,0.002,0.002,0.002,0.002,0.03,0.03,0.03,NA,NA,NA,35.933,35.325,34.66,0.29,0.275,0.26,-0.337,-0.305,-0.274,1.033,1.025,1.04,0.767,0.76,0.752
1982,Filipino,0.002,0.002,0.002,0.002,0.03,0.03,0.03,NA,NA,NA,36.933,36.4,35.82,0.317,0.303,0.288,-0.387,-0.36,-0.33,1.1,1.075,1.06,0.783,0.765,0.76
1983,Filipino,0.001,0.002,0.002,0.002,0.027,0.028,0.028,0.1,NA,NA,37.7,37.275,36.78,0.343,0.33,0.316,-0.427,-0.405,-0.38,1.167,1.125,1.1,0.787,0.788,0.772
1984,Filipino,0.001,0.002,0.002,0.002,0.023,0.025,0.026,0.1,0.1,NA,38.3,37.975,37.58,0.367,0.355,0.342,-0.46,-0.442,-0.422,1.167,1.15,1.12,0.797,0.797,0.796
1985,Filipino,0.002,0.001,0.002,0.002,0.02,0.022,0.024,0.1,0.1,0.1,38.7,38.475,38.18,0.39,0.378,0.366,-0.483,-0.47,-0.454,1.133,1.15,1.14,0.8,0.79,0.792
1986,Filipino,0.002,0.001,0.002,0.002,0.02,0.02,0.022,0.103,0.103,0.102,39,38.825,38.62,0.407,0.397,0.386,-0.5,-0.49,-0.478,1.1,1.125,1.14,0.747,0.76,0.76
1987,Filipino,0.002,0.002,0.002,0.002,0.02,0.02,0.02,0.107,0.105,0.104,39.167,39.075,38.92,0.42,0.412,0.404,-0.51,-0.505,-0.496,1.133,1.125,1.14,0.657,0.7,0.72
1988,Filipino,0.002,0.002,0.002,0.002,0.02,0.02,0.02,0.11,0.108,0.106,39.267,39.2,39.12,0.43,0.425,0.418,-0.517,-0.512,-0.508,1.2,1.175,1.16,0.597,0.64,0.678
1989,Filipino,0.002,0.002,0.002,0.002,0.02,0.02,0.02,0.11,0.11,0.108,39.3,39.275,39.22,0.44,0.435,0.43,-0.517,-0.515,-0.512,1.267,1.225,1.2,0.58,0.595,0.63
1990,Filipino,0.002,0.002,0.002,0.002,0.023,0.022,0.022,0.113,0.112,0.112,39.3,39.3,39.28,0.45,0.445,0.44,-0.513,-0.515,-0.514,1.267,1.25,1.22,0.603,0.593,0.602
1991,Filipino,0.003,0.002,0.002,0.002,0.027,0.025,0.024,0.117,0.115,0.114,39.3,39.3,39.3,0.457,0.452,0.448,-0.507,-0.51,-0.512,1.167,1.2,1.2,0.627,0.617,0.606
1992,Filipino,0.003,0.002,0.002,0.002,0.033,0.03,0.028,0.12,0.117,0.116,39.333,39.325,39.32,0.46,0.457,0.454,-0.5,-0.502,-0.506,1.033,1.1,1.14,0.64,0.627,0.62
1993,Filipino,0.004,0.003,0.002,0.002,0.037,0.035,0.032,0.123,0.122,0.12,39.4,39.375,39.36,0.46,0.46,0.458,-0.49,-0.495,-0.498,0.9,0.975,1.04,0.673,0.662,0.648
1994,Filipino,0.004,0.003,0.003,0.003,0.043,0.04,0.038,0.127,0.125,0.124,39.533,39.475,39.44,0.457,0.457,0.458,-0.483,-0.488,-0.492,0.833,0.875,0.94,0.72,0.705,0.69
1995,Filipino,0.005,0.004,0.004,0.003,0.047,0.045,0.042,0.13,0.128,0.126,39.733,39.65,39.58,0.453,0.455,0.456,-0.477,-0.48,-0.484,0.8,0.825,0.86,0.783,0.745,0.728
1996,Filipino,0.005,0.004,0.004,0.004,0.053,0.05,0.048,0.13,0.13,0.128,40.033,39.9,39.8,0.447,0.45,0.452,-0.473,-0.475,-0.478,0.767,0.775,0.8,0.85,0.82,0.782
1997,Filipino,0.005,0.005,0.005,0.004,0.057,0.055,0.052,0.133,0.132,0.132,40.433,40.25,40.1,0.443,0.445,0.448,-0.467,-0.47,-0.472,0.7,0.725,0.74,0.92,0.89,0.858
1998,Filipino,0.005,0.005,0.005,0.005,0.063,0.06,0.058,0.137,0.135,0.134,40.9,40.675,40.48,0.44,0.442,0.444,-0.463,-0.465,-0.468,0.633,0.675,0.7,1.03,0.978,0.942
1999,Filipino,0.006,0.005,0.005,0.005,0.067,0.065,0.062,0.14,0.137,0.136,41.467,41.2,40.96,0.437,0.437,0.44,-0.46,-0.462,-0.464,0.6,0.625,0.66,1.113,1.067,1.018
2000,Filipino,0.006,0.005,0.005,0.005,0.07,0.067,0.066,0.14,0.14,0.138,42.133,41.825,41.54,0.437,0.437,0.438,-0.46,-0.46,-0.462,0.6,0.6,0.62,1.153,1.117,1.08
2001,Filipino,0.006,0.006,0.005,0.005,0.07,0.07,0.068,0.14,0.14,0.14,42.933,42.55,42.22,0.437,0.437,0.438,-0.463,-0.462,-0.462,0.6,0.6,0.6,1.147,1.148,1.12
2002,Filipino,0.006999999999999999,0.006,0.006,0.006,0.073,0.072,0.072,0.14,0.14,0.14,43.833,43.4,43,0.443,0.44,0.44,-0.47,-0.467,-0.466,0.6,0.6,0.6,1.09,1.112,1.12
2003,Filipino,0.008,0.006,0.006,0.006,0.077,0.075,0.074,0.14,0.14,0.14,44.833,44.35,43.9,0.45,0.447,0.444,-0.48,-0.475,-0.472,0.6,0.6,0.6,1.04,1.062,1.086
2004,Filipino,0.008,0.007,0.007,0.007,0.083,0.08,0.078,0.137,0.137,0.138,45.867,45.35,44.86,0.46,0.455,0.452,-0.49,-0.485,-0.48,0.6,0.6,0.6,0.963,1.005,1.03
